ITEM_ID,CATEGORY,STYLE
9e676f4b-d23f-416e-9b12-ce2179c88caf,accessories,glasses
c912eaa1-6c6c-4096-8194-ab220e1830c0,accessories,glasses
6a90d0b3-930c-46c3-b093-f55c60eb27a2,accessories,glasses
d24d73d1-2c7e-4fe8-abe7-88de2c2bca51,accessories,glasses
b48717fa-76f0-4cd9-af37-81961de245a6,accessories,glasses
39d2d574-f973-4dbb-9c2c-8ae277a812db,accessories,glasses
3dbfc503-b595-4fed-bb7f-b60202b0b835,accessories,glasses
dc073623-4b95-47d9-93cb-0171c20baa04,accessories,glasses
3d8b3023-0b1e-4da4-8bc3-fc130bbedf17,accessories,glasses
9fbbfe69-98f3-43a6-9a78-7d8ac254a777,accessories,glasses
101c0296-48b4-496d-accd-2205e79a0048,accessories,glasses
7f9e25ec-34a9-4b27-9f97-041c58e6640e,accessories,glasses
62942cf9-1e04-4862-9274-70f20df3eea1,accessories,glasses
5af0136a-862b-42fa-a127-958a8bbd2167,accessories,glasses
0d76bb55-cd0f-4efb-afda-613b6c6e1fae,accessories,glasses
fe5eeda8-c467-4e01-bf14-1b72b6f538ca,accessories,glasses
153e9e50-f913-4195-b2bb-41c0f636d21d,accessories,glasses
9806dee6-9129-4fd3-9dbe-9883ffdf187b,accessories,glasses
b11944ce-c888-4ddb-8f64-f89a6d628288,accessories,glasses
62cffe33-18c5-4fe6-852c-988271dff3e1,accessories,glasses
0451bd94-f74f-4fb6-99db-951275508ae3,accessories,glasses
273065c3-745d-4346-b1e0-9803948e7978,accessories,glasses
a5a8b97e-8464-4da5-ab78-3531e5d313df,accessories,glasses
c219ee74-6a27-4dd2-8ccb-f3c6611e5d9f,accessories,glasses
c3d0fa25-54b9-4876-8a83-9c10e35c711f,accessories,glasses
eb18ce0f-6a22-41e6-b04a-27daab2846d0,accessories,glasses
69ef5b6e-72d0-4e8e-b781-1762a33c2ab8,accessories,glasses
1f86f829-3fd7-4f4e-8003-5702c52a5034,accessories,glasses
e358575b-7983-4f61-9902-bd44ce9ead6b,accessories,glasses
31e38e25-f6be-43de-a7d1-facbc1f1529b,accessories,glasses
36d7d18d-d064-4009-8a2d-8ddf7884daca,accessories,glasses
7f9c0b7e-0fdb-437d-8a7d-e165e81cced4,accessories,glasses
5a0f6f0b-8e77-49c0-aac5-f452ae1054fa,accessories,glasses
0e3eb8f1-8f23-41fd-9f45-8e7747a5eb37,accessories,glasses
90074fe9-2a80-4247-86b0-12211cf024dd,accessories,glasses
441c2a65-4b68-4864-b014-04a9bd9fe08a,accessories,glasses
9530f9fb-ebbe-4da4-9530-d728053c23ca,accessories,glasses
c11354c7-a2fa-489d-9850-1ce5dcebeec5,accessories,glasses
7c94be0d-e4c7-4f22-8adc-7619f1df5c26,accessories,glasses
39f54127-2206-445c-ab15-ffb044137c56,accessories,glasses
bc3a633f-d164-4911-a931-4350f958d767,accessories,glasses
e41fe9b4-db67-4726-9624-335e01098abb,accessories,glasses
ff973006-27da-45dd-899c-8441c5eaebe0,accessories,glasses
ca3f03ff-72a5-4a6a-9cd9-a513fcde604e,accessories,glasses
321f93c5-c289-4418-ae3d-05c524f867ad,accessories,glasses
c0a8f249-ed54-4860-8417-5875beffbcf1,accessories,glasses
55726766-f273-405b-b90c-c339a0d9609a,accessories,glasses
f35ae4b4-b1ac-4c95-ac58-d66f7158680e,accessories,glasses
9b7c2e0c-ad9d-4269-a904-f5a948b46f66,accessories,glasses
dcc91c9f-60e8-4232-9a79-2ce51736c087,accessories,glasses
b9eef17f-2ee0-4a08-b22f-2c2cd24e04d7,accessories,glasses
9943c887-d454-420d-a39b-b4a81e2980b7,accessories,handbag
aedc65f7-684c-4e4a-bcd0-455dae355ced,accessories,handbag
2b67230f-dc22-462e-9afe-c9e459f74093,accessories,handbag
202ee1c4-22af-4329-8672-b218174bf293,accessories,handbag
7834e768-8c84-4c0b-9372-6f65a3207a14,accessories,handbag
6f5b874d-68c7-435d-a66d-8296461c10e4,accessories,handbag
607ba878-0a8c-4330-ac83-8472886cfe2b,accessories,handbag
742a7479-f734-44bf-b826-f76ebe254f55,accessories,handbag
7250b108-96cc-45f7-b3f0-0e38d7277a8d,accessories,handbag
5eddfb54-b2cf-4616-a5d0-08c509074a23,accessories,handbag
16c829fc-6585-426d-a1cd-922266e20678,accessories,handbag
b98a3579-2a92-47e5-a9ae-65d776c76ac3,accessories,handbag
8840e8ea-d896-4132-80ea-1247b95bb62d,accessories,handbag
c07ba51e-48d5-4efb-bce7-95fd6243666a,accessories,handbag
977d3ee7-3a40-4043-8164-c7f66e384940,accessories,handbag
e4a642fd-fe92-44b6-9d9a-81a430d8f3f7,accessories,handbag
a01ee85c-f301-4e22-97e0-ca3065ddb19d,accessories,handbag
15b3ec7d-8381-454b-ab23-4606be9a176f,accessories,handbag
0485ddb0-0112-4a31-afe0-75f9ddf6e14f,accessories,handbag
68a13141-37a2-4caf-925b-33a7b6310861,accessories,handbag
4df77d59-732e-4194-b9aa-7ad3878345e7,accessories,handbag
4545a6e0-fd36-4dd0-962f-f069c20041cb,accessories,handbag
d52e376b-d958-4d52-ab6d-f7731c7adf22,accessories,handbag
49ed0f16-157d-4d9e-a408-5b48b7ec256d,accessories,handbag
e65ebcd0-dd43-4fe6-a54a-9e23afbd19fb,accessories,handbag
00f54e56-4199-4102-ba91-5040f4e45236,accessories,handbag
58e99e9e-8f17-4bda-a82c-f08d3eddacb3,accessories,handbag
ae654958-7897-4115-8baf-b5059c20d72b,accessories,handbag
c15d7a38-9df9-44ee-8733-6bda17f89e8c,accessories,handbag
8c36eff5-e299-49c0-8e91-5c72ed5fa605,accessories,handbag
d23b8ca9-cd3d-4e92-958c-922cfcd8fb29,accessories,handbag
4c8e8bed-371a-4664-a5a8-974c65d52d63,accessories,handbag
2f79af83-a6d5-46ab-aed7-3b02ba579ac8,accessories,handbag
d2fe6937-111e-4bfe-acd7-1098af0af3ce,accessories,handbag
5974943a-3e9d-4f94-92fa-012f55151d21,accessories,handbag
92caea3c-23c8-4bb0-8a4b-43372adafaae,accessories,handbag
4c7ab4e5-2028-409c-9b68-afb2a7dc68be,accessories,handbag
4e44c0c1-40d0-43dd-a7fb-8454d779296d,accessories,handbag
371cef78-adf2-4cb0-8e78-02f8cb7ee013,accessories,watch
77f436a6-b074-42e0-af6d-827b8626e854,accessories,watch
a6183f9b-75dc-4dd3-9a1e-3d0fbb0e49f1,accessories,watch
6928c229-e860-45f9-8720-45e2ea2fae2f,accessories,watch
41ac9770-6767-48e3-939d-db2e72668241,accessories,watch
1249276c-851a-4f46-81fb-873fd7d5f60f,accessories,watch
9c37e1bd-ece1-4319-9349-b80bf86bea15,accessories,watch
7220b5cd-110b-4105-813a-677846470816,accessories,watch
563bfd0b-9689-4b85-a65e-fbb18051e773,accessories,watch
b02540b6-76e0-4e76-9ad5-7771cada1584,accessories,watch
564f9ced-8823-45ed-a781-1dc555353dd9,accessories,watch
a3a40b11-89eb-4492-96e2-4cf1ffeb3f58,accessories,watch
b354d578-7bc2-460e-a1d1-703ae0af1343,accessories,watch
a3d102ea-c01f-4c8b-ae38-08402bc32712,accessories,watch
4952a24b-7c7c-4ee6-a448-720e97927ba8,accessories,watch
704532b6-1007-476b-86ee-0258f28edc49,accessories,watch
847f5f30-be58-4c11-88bc-9fd309d673f3,accessories,watch
785b0efe-f08c-4199-84b7-de45a2c60a56,accessories,watch
96f6e07f-aafd-4a80-967b-073ad943d072,accessories,watch
39db1f40-046d-4fa3-861b-babfc4ba4023,accessories,watch
588161af-cace-4854-889d-0a2258545cb5,accessories,watch
8dc0c122-531b-4cf6-8b6a-defde718f3a8,accessories,watch
2f1ec487-86b9-4310-ba6d-3121019ef41d,accessories,watch
85af708d-49ef-45dd-9b1f-8770885ba4b2,accessories,watch
a7fc7d65-a3c7-4793-8c60-8631d208f4a4,apparel,jacket
0aa18bc9-58bf-4a77-bb01-bd59605512ab,apparel,jacket
4a0fa2b3-51a0-4bee-aa6f-90c9905960d2,apparel,jacket
be0749f9-f998-4937-aeda-1b400535bea3,apparel,jacket
da045e5a-9383-482d-956b-8a3b6d705bdc,apparel,jacket
3eeaa0d2-b2bf-44d6-83cf-0bd1cb7d32f3,apparel,jacket
d55cb0b4-613b-4dd7-865a-458033564ecc,apparel,jacket
ece250d1-7d4d-403b-8941-b90441f42705,apparel,jacket
e841f219-7a7c-4509-bfe2-c13239950051,apparel,jacket
b03a9d18-3bd9-4d1c-9ebb-2d94cad7c7cc,apparel,jacket
71624fbc-5ef0-4ce0-badf-fca084a92595,apparel,jacket
5965d439-5b58-4081-86a2-48bff40d7938,apparel,jacket
208ca535-3433-429a-94a3-393c3ec3a7f1,apparel,jacket
5a5a64ef-dfa2-4c4c-acec-c398c820c945,apparel,jacket
26fd5578-6417-4b0a-a416-bd43083eec22,apparel,jacket
04f22a7d-97fd-4650-afb6-3537963f647d,apparel,jacket
bdf090db-87a0-4ad5-9604-59c883c6432a,apparel,jacket
cee9e9a1-9949-42a9-92a6-4a4420fcc7a3,apparel,jacket
8d03a031-ad51-490a-8a4f-53ca16629600,apparel,jacket
1ea485c1-07b2-4278-be45-25cbf618b3e9,apparel,jacket
772d4a37-ca54-4df2-bd5e-611ac3b9e4ac,apparel,jacket
d38d09a5-0504-42bd-97f1-83631d2e31ee,apparel,jacket
961a5529-ad78-4a28-8b3e-ea491c9a1646,apparel,jacket
62bc427f-3b4f-446a-9df4-e20168f0a110,apparel,jacket
18feeda6-063d-46b0-b0aa-86c514d8151f,apparel,jacket
ef6ca20c-3280-4ac7-bbdb-6c1d055ec62e,apparel,jacket
706bd05e-aabe-4725-a8bc-66cdb9b67da3,apparel,jacket
ed801768-d0df-431e-8883-aa96862f246a,apparel,jacket
1de0c711-042b-4b47-93d9-3a7d8d969ac6,apparel,jacket
96596821-ee6c-43ef-849d-44a305d745ae,apparel,jacket
4509f2ec-2ed9-4906-ab6c-97f8f945defb,apparel,jacket
6e6ad102-7510-4a02-b8ce-5a0cd6f431d1,apparel,jacket
371e0335-6290-446e-90b7-502efd718b4f,apparel,jacket
eadfaa17-79ca-4e17-a37f-b3ba522d35c2,apparel,jacket
ad62d66b-887f-4f87-afbc-26a372e0d9f7,apparel,jacket
f47de389-968c-4387-b753-5fede3cbb100,apparel,jacket
441b42ed-62f4-48c7-aada-1998352c5953,apparel,jacket
bde65f09-635c-4293-97c0-063d101f9efe,apparel,jacket
f10a57a1-bd56-4118-a083-4838b0aeccfc,apparel,jacket
e44cc0bf-d467-4aae-99fe-268e85eb0d1c,apparel,jacket
a5f2bd4e-61a8-4643-afea-188825cbb3fa,apparel,jacket
f928dfd9-93f3-433c-bd00-ef702f58418a,apparel,jacket
dce757b6-709e-48c2-89d7-3002963b871e,apparel,jacket
9b60b9e7-d6ec-4401-a773-7d037f858418,apparel,jacket
c424e679-0da2-4d81-afb8-f9dc5d21ce83,apparel,jacket
c5c6f284-3112-4b91-a948-dd1452e0217e,apparel,jacket
c6a2f400-09ea-4b63-b022-b5ccc3601739,apparel,jacket
134b991a-f336-4b73-ae44-247317af0130,apparel,jacket
92c1bcb5-1f99-455e-a425-ffbf55dea48a,apparel,jacket
4041309b-d154-45bf-9adf-c69edfa80697,apparel,jacket
3b4ec162-f680-4323-8ddc-95cf37366248,apparel,jacket
d2a2b6d3-7d7a-483e-9112-4a73d2be964c,apparel,jacket
5ae17870-063e-42e4-a7c5-57ecce707db9,apparel,jacket
a17b4428-be23-4ccf-820c-e4d502b18979,apparel,jacket
8b5b37ee-6d26-4ce1-b010-75149fc0674d,apparel,jacket
ac29564f-2c74-47c7-8f00-5249c8eda839,apparel,jacket
fd282367-138f-4f8c-bd7b-4e07242bff34,apparel,jacket
1849aebd-fdda-4f05-be3f-28f2c61d8901,apparel,jacket
a26ff192-35d6-411a-9337-abbb793d6b1b,apparel,jacket
73377697-7108-4d8f-9ee1-72603dc4ece9,apparel,jacket
b2acb802-2873-4604-87ae-4f01f1dafb80,apparel,jacket
a05f9009-90b3-4eab-989c-9bc3a99a8062,apparel,jacket
b840c965-bff0-481f-8d65-e3c2142a39c5,apparel,jacket
df47e844-f0de-488b-b6eb-38753c204ae9,apparel,jacket
7d676725-83fd-47a4-bd64-8acbed6a5e74,apparel,jacket
1772332f-facc-4f13-b229-2c25f7c360ca,apparel,jacket
e2ea5f0e-7c91-4d51-89e2-a06afc5e939b,apparel,jacket
65c20b6c-7c1b-4f82-bd05-302f83e8cd55,apparel,jacket
cd86351f-f720-451a-94bc-07c24a8579ef,apparel,jacket
6c273684-b5ee-4fe5-9d6b-9da887a75e69,apparel,jacket
98d900ee-a0d1-4bc2-9eab-79ebf422503e,apparel,jacket
9ab6eb6e-665d-4517-9761-3fe560c91a1e,apparel,jacket
85ef93dc-01ed-474c-879f-984797a7d7a1,apparel,jacket
004112e9-dca1-4402-ae6d-74e2b80b8c05,apparel,jacket
385022fa-d596-48f4-a062-525f933994d1,apparel,jacket
c108b04b-64fd-43bd-80fc-4819eb01803a,apparel,jacket
34cce05b-39b9-4927-897f-753e118fdd48,apparel,jacket
d4a04964-00aa-4946-bd7b-716426b4d920,apparel,jacket
4d23c80d-133c-41b3-ba1c-bd9279a3b902,apparel,jacket
6bd74f2d-90c0-4ca6-9663-f3bbe9bf405b,apparel,jacket
4b284c98-08b1-4337-9a5e-d1ae8010c85d,apparel,jacket
9e90d949-90f7-443a-8a85-fa7e590bc589,apparel,scarf
856b01b1-5353-4e82-b11c-41088302e6d8,apparel,scarf
cb9035f5-ed1e-40b0-9e8f-f20a727cb227,apparel,scarf
a11ef46f-dedf-48c8-94b0-3c9572608c5f,apparel,scarf
e1669081-8ffc-4dec-97a6-e9176d7f6651,apparel,scarf
924010e4-eaf2-4067-91dd-854ad41b593c,apparel,scarf
e592c09b-990c-4b6a-842a-71c4b2de9773,apparel,scarf
1827f353-5bb3-4061-8d70-fe8d813113f0,apparel,scarf
80b2666c-0003-4e2e-80a4-033c69b462dd,apparel,scarf
5414abd6-a246-4e44-83d9-0ca413290ab0,apparel,scarf
fa3bd6b1-6739-4a80-9419-c6d782689afc,apparel,scarf
b751f814-869a-4d95-993a-15753208f0ca,apparel,scarf
f51fb444-2d3a-4f88-bda3-667114177172,apparel,scarf
83a3e082-774d-489d-a082-0cfab4829b19,apparel,scarf
291d81c2-023b-40f0-8d06-ff3c8ccd1dfb,apparel,scarf
b58b6838-04f7-4d13-bd35-633883f94a11,apparel,scarf
6077dc55-683e-4261-9397-df2c615811a8,apparel,scarf
40c1a10f-c9d4-45df-8b81-1b9bc7ab9fd8,apparel,scarf
99f92741-2b2f-45e0-bac4-9267db549c8b,apparel,scarf
4307367e-5c37-4798-b18b-ed1da0dd0cf4,apparel,scarf
c500d44c-5b81-4205-b459-a05900d12c53,apparel,scarf
53014964-755a-4cf6-9f6c-5c917773e3c9,apparel,scarf
c7beb662-1cc4-4709-a420-ef768a43f6ad,apparel,scarf
c783eac2-1d88-4445-929c-81d57c91d035,apparel,scarf
a51c8fab-87a5-4cf2-a19a-cc569398ffa9,apparel,scarf
8074623f-8d17-4ef6-9ccd-33f1cba746d1,apparel,scarf
1956b13b-fa4f-45cf-bc3c-407339ba56a9,apparel,scarf
bc9319be-3d58-4094-995e-4415bd2b0193,apparel,scarf
17d2050f-19c4-4cf9-bf10-a83421f0052d,apparel,scarf
e13ea370-f88c-49f9-ab8f-7b139825959d,apparel,scarf
ddb21847-ca9b-45ec-b7fc-4cf3409ffda7,apparel,scarf
23e77743-ff28-400a-811f-e08d3cab5e45,apparel,scarf
7c6e7bc3-94cc-4147-bd01-e7ecf04cf834,apparel,scarf
b9e6a202-3fff-460d-997f-e3dc9e7d83f3,apparel,scarf
77514117-3851-4d72-8082-99c14dde190d,apparel,scarf
9fd860d2-9312-4793-aa21-db29d08bf297,apparel,scarf
ef3bfb5d-2117-4fce-948d-a7ac144c96fc,apparel,scarf
c4ccb793-988a-46d9-bb54-8d58ca35213c,apparel,scarf
ead8e13f-9f00-45c6-8c60-9f52359af39e,apparel,scarf
efa03496-bb6b-4473-9cd1-025be8660e18,apparel,scarf
f9a771a3-41b9-4086-ad06-8c1b0ce8390e,apparel,scarf
1a8bc5f7-290f-4858-bcc4-b61c52fe2e01,apparel,scarf
3bd3c619-58a4-4ea0-9c1a-c85e7a3a5c39,apparel,scarf
f21984a0-03d2-4078-959c-9a3d7b9b32b3,apparel,scarf
122f738a-92c6-479c-9bd7-c45b17bf0417,apparel,scarf
5ced3c03-4769-4822-8151-8c30e45fdf25,apparel,scarf
0451dee1-8367-4bf7-95a8-1e96c4f96784,apparel,scarf
880ac468-d596-4332-9920-e5f96176ef65,apparel,scarf
32547587-e915-4736-9ae6-9c36ae7c71a6,apparel,scarf
59b807a4-23d7-49f4-b3c1-64035bb3f35b,apparel,scarf
c29ec39d-7e15-445f-9077-26c63abfdc04,apparel,scarf
49f1a917-d624-4aa0-a797-35dc7f925f52,apparel,scarf
d75b932b-0593-4cbe-b61d-a9b2dbd16e51,apparel,scarf
316d4b5e-6b0a-407e-8eb8-174eca95dc65,apparel,shirt
eeefc925-4e17-4244-b8c7-068daa8fc3d3,apparel,shirt
1811c348-a164-4305-97e2-bd0427074f30,apparel,shirt
75e95254-d8e3-42eb-ba49-5b9c5c54be2f,apparel,shirt
e8720deb-c1f7-48c6-90b2-333b8c79c16a,apparel,shirt
d37f2c71-3ed8-4b5c-b65d-06bb3ca69943,apparel,shirt
d31c6edf-9d66-4d87-bc80-854b328678e1,apparel,shirt
c6461825-558b-4def-aa22-3fa082dcb6af,apparel,shirt
898401f5-771d-40c8-a4b5-a230c0bb68a5,apparel,shirt
48ed391e-d56e-46d8-968d-b2b4b1a99b0c,apparel,shirt
474388d1-dae8-43db-bf66-af0a22a221f7,apparel,shirt
b4523e99-2599-42de-9d09-c950370aba1a,apparel,shirt
d9f978ee-732c-41cb-88db-221ac4b9bdf6,apparel,shirt
68a3a53b-4593-4aad-895f-2d8ae8695327,apparel,shirt
e806c545-1004-4a21-a665-845fd321a0f7,apparel,shirt
227f7ac2-749d-47cd-bf56-698aaffc24f9,apparel,shirt
f99f0a8b-9c31-40dc-a503-a0ea9f276991,apparel,shirt
e51f4c9b-ecdb-40db-8d8b-7d61f1fb2890,apparel,shirt
d47cc222-a711-4d26-9e86-d84cd9ba8dd4,apparel,shirt
a70432ad-2d7b-4c00-ad48-4c90a5934aaf,apparel,shirt
3946f4c8-1b5b-4161-b794-70b33affb671,apparel,shirt
00096972-5f6b-44df-917b-f7d21ae5644c,apparel,shirt
813427bd-9011-462b-88d6-f0978f5cf8c3,apparel,shirt
1c770ee6-98d7-4820-a5e0-3e7abc165f8d,apparel,shirt
4d247a1f-2296-49c7-b0a5-6a0fc8749af9,apparel,shirt
0eceb1b4-30c6-4ce8-bd60-d4208ceb7acb,apparel,shirt
239e42a6-e8d8-404e-91f3-d713a2806ad0,apparel,shirt
50ed0b72-639d-468e-ab8a-1e97be4259e6,apparel,shirt
6bbc1e81-6bab-4184-8093-fd71ce1d33c7,apparel,shirt
308e1a70-e10e-4f27-a923-5f1ac5d3c5d7,apparel,shirt
9f886e97-dc28-4690-a011-8f8fb3ce5bfe,apparel,shirt
44193a01-20c1-4a97-896f-97940ec25ea6,apparel,shirt
46edff4c-918c-465a-8e03-2c30cff1a387,apparel,shirt
61e5b9c4-a941-432e-b85a-baa285bb7207,apparel,shirt
a4173910-cab1-4897-8317-ac138109ba8d,apparel,shirt
f49331ff-4021-465f-bb42-9dd6a5933791,apparel,shirt
8fe445a6-1ced-4862-a43b-5bcfba3f3ab3,apparel,shirt
3d26e792-2d7c-4f14-8833-c56be9d99258,apparel,shirt
9dd60e44-d07a-4b7c-a72d-30a05577faed,apparel,shirt
4064a5eb-2183-4b89-8989-b8741e4dcb1c,apparel,shirt
